	C0045	C0062	Z0009	C0002	C0039	C0023	C0010	C0064	C0055	C0001	C0029	C0013	C0059	C0051	C0033	C0054	C0052	C0040	C0060	C0016	C0026	C0011	C0020	C0037	C0006	C0058	C0065	C0005	C0036	C0044	Z0017	C0041	C0007	C0050	C0004	C0043	C0066	C0048	C0027	C0031	C0025	C0047	C0061	C0014	C0056	C0019	C0018	C0053	C0042	Z0005	C0012	C0009	C0057	C0067	C0038	C0049	C0024	C0030	Z0022	C0034	Z0025	Z0016	Z0014	C0003	Z0027	C0032	C0028	C0046	C0017	Z0013	C0035	Z0029	Z0004	C0021	Z0006	Z0023	Z0020	Z0010	Z0015	C0022	Z0031	Z0011	Z0019	C0008	Z0008	Z0030	Z0012	C0015	Z0007	Z0018	Z0032	Z0002	Z0021	C0063	Z0026
C0029	0.252917187816	0.525172762214	0.221730706423	0.35318110042	0.532889120191	0.311519495765	0.262300140343	0.604930402907	0.810863736112	0.311194649548	0.0	0.376798886822	0.509718554038	0.413566691464	0.173419010567	0.206498473234	0.211175350593	0.273480385413	0.593605431397	0.179534142257	0.624883135931	0.600503103503	0.340310848971	0.336871911968	0.398346584977	0.380898801765	0.461224183722	0.231087191665	0.233433535166	0.264901703259	0.398067634048	0.176580954761	0.286345836479	0.155708605974	0.474621295786	0.297518875126	0.464724988039	0.279182762745	0.160582885014	0.272677148477	0.333366901111	0.307231096699	0.237131702196	0.385895496784	0.283559528467	0.441893037584	0.185017539737	0.261267470097	0.35929706342	0.456113260858	0.405323882259	0.185362061707	0.330360253043	0.393421255648	0.288474077402	0.319949925575	0.346895305406	0.174725942799	0.363950648557	0.265794649511	0.251009076592	0.377411300303	0.344400845782	0.200445524427	0.219798872857	0.288517109138	0.377677657222	0.156879044176	0.47330958907	0.34404697159	0.350815175416	0.312745662113	0.311702234331	0.279350889905	0.280360567221	0.434267025369	0.206746951091	0.233658081973	0.303503653007	0.587383258743	0.150408352028	0.351983706496	0.26647170379	0.231591882941	0.36083521529	0.222415137191	0.241228660358	0.60445317527	0.296499160598	0.370267160704	0.355357640828	0.321766078905	0.777567725267	0.591859831482	0.271654745758
C0013	0.252475993833	0.233566486099	0.352094091874	0.148706895965	0.41215455526	0.285792817136	0.284459391845	0.441525789799	0.73750205837	0.321635560884	0.376798886822	0.0	0.278196444633	0.385263418539	0.311680000501	0.267159093084	0.407710542768	0.173482636223	0.397377187284	0.347301614481	0.305561129658	0.343780562437	0.163158866621	0.219378956411	0.116079693265	0.222856012971	0.242502949338	0.292992782081	0.268940164266	0.47032549891	0.206755540963	0.333980542236	0.208827465313	0.41167405057	0.364108276979	0.387997044283	0.197079997342	0.314860421562	0.363705970443	0.571557861889	0.553234832312	0.203557508904	0.288456233587	0.32588097443	0.287759501887	0.162443739833	0.257819770347	0.436420698527	0.152523620222	0.276684301207	0.316945511944	0.418655528615	0.276765491468	0.121025591409	0.202440651215	0.23364147839	0.131938876721	0.346691931848	0.326373222583	0.333339093746	0.547062878711	0.146974303865	0.254135928446	0.255686302695	0.348835677464	0.571025354314	0.15225076232	0.306218303121	0.164778932539	0.223227283584	0.427190960308	0.421430085057	0.194348850672	0.28272670193	0.196808171283	0.182674050877	0.342586927382	0.261914277816	0.285237917479	0.479381780203	0.327168892138	0.18238799298	0.250197090001	0.303828000106	0.3314670145	0.420877235118	0.531854694062	0.440967666791	0.465378164372	0.662210526819	0.468554974389	0.346293737341	0.691879261071	0.481697087343	0.437877262684
C0059	0.413017945883	0.267966197969	0.472188328786	0.296129494445	0.348456199758	0.361401872575	0.391959159003	0.401913155156	0.747546407953	0.422668264953	0.509718554038	0.278196444633	0.0	0.4939898696	0.434914639166	0.387296197969	0.500385747701	0.341855639254	0.165888458349	0.492382023816	0.274548581681	0.145502584658	0.313387597682	0.297622104795	0.268953840306	0.234293481474	0.248525283079	0.404249635373	0.368238815055	0.577710023922	0.392531720198	0.467096650896	0.304535615863	0.547667672252	0.333732505608	0.474533556961	0.327817819893	0.431824067301	0.494804662697	0.677090539578	0.662390301253	0.345038991016	0.387500787305	0.453591845729	0.418335476583	0.211908224443	0.378483503269	0.547794479826	0.251759384403	0.477456590825	0.424447740148	0.538889969097	0.377174409654	0.272259652331	0.39446672851	0.373538010207	0.280277835841	0.453096954442	0.445854509064	0.453590653143	0.645690830525	0.327064448993	0.361528152145	0.371382365637	0.468702038009	0.678410105789	0.334054515443	0.448614454309	0.349173147626	0.425691416358	0.536369643267	0.553911751103	0.381840799001	0.419512268885	0.390240587422	0.387593263748	0.533948415888	0.465817634363	0.407141491904	0.440495667802	0.447426414864	0.373299550066	0.383168426984	0.452397196853	0.517407331722	0.541781874387	0.637058231354	0.403442024347	0.58654091808	0.759469288182	0.571046513537	0.464878141553	0.657904671735	0.435107402584	0.546397970474
C0051	0.349982926397	0.492848885695	0.40277952433	0.331721606936	0.365653865786	0.244063659777	0.387714800241	0.509363342578	0.781020442958	0.277824053814	0.413566691464	0.385263418539	0.4939898696	0.0	0.345536450088	0.295482322875	0.397824321224	0.348747699606	0.487111584137	0.42655773915	0.608692338666	0.586469681474	0.347310828084	0.338083169798	0.391427761	0.322596160442	0.478744301242	0.358222705711	0.325763656741	0.392190185305	0.414638794132	0.373547465889	0.342973197775	0.449315424819	0.394524958284	0.236608904786	0.430132336127	0.367855131426	0.414730821583	0.580121682122	0.4611275703	0.332082789863	0.319315554283	0.455954740346	0.369938398509	0.462630519788	0.352996772421	0.472406693156	0.355540856112	0.456038443817	0.44558860176	0.406583681153	0.341381621479	0.380955153675	0.346361415757	0.3625068835	0.345790366077	0.345871627318	0.282660313484	0.261119759215	0.518488445946	0.329442873081	0.222901058731	0.328941878288	0.359026172886	0.5377149019	0.368620622497	0.336090174449	0.402572559813	0.357905284835	0.283502982426	0.482390398832	0.365286615798	0.403636185329	0.358636927566	0.416307170679	0.425949150212	0.428204035294	0.289788042975	0.5038857677	0.35041483013	0.263131729583	0.316707385436	0.374451988076	0.468668418401	0.368898733532	0.534033893759	0.327688544166	0.266995525704	0.605906945697	0.436209344593	0.338918862249	0.579854322999	0.287733911115	0.273277523046
C0033	0.198633676004	0.450275650998	0.230523240294	0.281063358939	0.478617321232	0.237130897922	0.267368243991	0.489715823364	0.763954170417	0.224636542172	0.173419010567	0.311680000501	0.434914639166	0.345536450088	0.0	0.145730906566	0.196434190612	0.198681796674	0.533184882843	0.145091369269	0.544968395925	0.520569645528	0.284847798353	0.259658188424	0.329378336056	0.331730772004	0.418932657465	0.222994631973	0.153725557581	0.23112799373	0.371769765435	0.129688191588	0.234480426951	0.203007871373	0.417629966296	0.240957153618	0.393751476789	0.201953420728	0.159498192037	0.356885547467	0.274832964539	0.230527184397	0.180761358465	0.395773352029	0.232031469491	0.382785470913	0.116887827089	0.312303292292	0.300138609787	0.401701029846	0.397295368746	0.208046090692	0.282917571299	0.321445640479	0.181949615894	0.299553649028	0.290452462746	0.102897858576	0.318820217205	0.204009562521	0.314274762881	0.320825884323	0.285028001582	0.145764721706	0.135067875169	0.341765269498	0.297443623363	0.119913972998	0.384888309185	0.279314134667	0.36945488277	0.334408322923	0.245647682136	0.302885855714	0.185814876381	0.35844428338	0.19929202308	0.253206088849	0.226596566821	0.521557576272	0.124434717325	0.282164339152	0.198402335381	0.183917508074	0.3547089254	0.152851497119	0.307575139562	0.535541199938	0.223017785779	0.424881108613	0.37610275761	0.223603085348	0.70978284903	0.520811895183	0.195549229947
C0054	0.138180741056	0.405818252618	0.206442901446	0.233146888523	0.407472962619	0.174851669406	0.233226133645	0.463208557134	0.725636068258	0.215367030616	0.206498473234	0.267159093084	0.387296197969	0.295482322875	0.145730906566	0.0	0.224441273723	0.157249937271	0.464753777577	0.204194301738	0.500590154165	0.461951699538	0.216013043432	0.23131023898	0.272986479719	0.259656708309	0.374705477646	0.200895467113	0.108697695497	0.276488851204	0.348205568598	0.151893689862	0.170457406305	0.262403164286	0.387381330762	0.176081004731	0.345742527776	0.19756732178	0.20029476955	0.396149681569	0.368524678024	0.18550363617	0.154382712774	0.364685328265	0.213404234225	0.342762644729	0.113080892031	0.269919016533	0.24359523045	0.374053906225	0.39142187721	0.239913019879	0.221852462921	0.276099230238	0.174528128754	0.254959627346	0.246418611982	0.173429220669	0.264261487959	0.163361926555	0.367744994697	0.251895624369	0.195346309606	0.121363225772	0.182144344113	0.381010418372	0.250711992451	0.130716509489	0.322632715964	0.266942692385	0.374625868423	0.301975106587	0.220740455584	0.259075050237	0.167744038594	0.32485689269	0.226066448679	0.221284508001	0.229708396741	0.471790050539	0.15141665568	0.215512041409	0.171022478337	0.168003577162	0.346024354187	0.238059941949	0.356817174526	0.481901354527	0.284791646909	0.476500525225	0.376378683777	0.255362579126	0.649730301419	0.464154640902	0.209229449673
C0052	0.292305549944	0.527018685344	0.328379555302	0.380384863112	0.517566675323	0.29577843076	0.366189054277	0.595786020884	0.795116917761	0.293907543103	0.211175350593	0.407710542768	0.500385747701	0.397824321224	0.196434190612	0.224441273723	0.0	0.298422193929	0.56882886981	0.228393124767	0.606156871511	0.586113139121	0.356374985912	0.348167277751	0.379630520972	0.380962852586	0.494716415927	0.336287683757	0.245298791664	0.179943799904	0.477255219495	0.224569496571	0.290356532348	0.285544794085	0.495600300471	0.242283299133	0.474251780873	0.325723969486	0.206199710276	0.277217402584	0.259550218166	0.328759116474	0.24589502472	0.48929964542	0.35458037797	0.467670595396	0.210354479826	0.348458951677	0.385656090585	0.506498873531	0.496807875856	0.137556748559	0.338862788794	0.417976977301	0.306198794854	0.380092795173	0.372028744352	0.15633956249	0.395884977407	0.283802844913	0.30576120311	0.419741853703	0.36831076232	0.233183189623	0.271661299192	0.364476661528	0.403197399926	0.169336628568	0.484308877784	0.406624608321	0.453066717767	0.401886914571	0.354619206315	0.384276582319	0.30216833927	0.47175721355	0.30298965387	0.358166493009	0.317715830314	0.551222579378	0.194384446866	0.39648422495	0.323542751582	0.28440006964	0.454978566525	0.218351375965	0.323294239009	0.611485317102	0.318938751263	0.358396323428	0.427413790393	0.360621134632	0.72920668226	0.557774032747	0.253376973971
C0040	0.151511627771	0.341629179735	0.254239311373	0.175169069693	0.441987382087	0.199127581288	0.214303645208	0.466780329154	0.725395519111	0.218418358759	0.273480385413	0.173482636223	0.341855639254	0.348747699606	0.198681796674	0.157249937271	0.298422193929	0.0	0.472558941045	0.2498751741	0.394449360481	0.426247138908	0.173067449365	0.193806816797	0.183449075541	0.260323404923	0.322106493541	0.203235644352	0.161561705385	0.355312665462	0.260594468525	0.231421261496	0.136554585083	0.319053684286	0.399830816404	0.273122757429	0.27536699697	0.212465094891	0.269593223114	0.467994555845	0.439689008629	0.14318049067	0.182001957365	0.348216959226	0.183749405135	0.23345238637	0.155481099888	0.335964683962	0.177579094679	0.273769754931	0.360403337358	0.323075190605	0.227229508798	0.217444470257	0.133265317102	0.199109901653	0.209655304875	0.239121819148	0.299585261815	0.238657592798	0.440877953471	0.193302393281	0.231852457605	0.15275403381	0.24221559615	0.474726959226	0.172426364361	0.219783353889	0.271658025092	0.187536182493	0.371625589794	0.325405202275	0.126610924459	0.228151585774	0.0921380330658	0.236069774774	0.244461221799	0.176432808995	0.224544058873	0.501775672977	0.218699731008	0.178153285465	0.156924651002	0.197032406571	0.263061173209	0.317253793283	0.42811122322	0.49647821009	0.365949265855	0.559429357823	0.379804204872	0.26061487685	0.706216511084	0.496756942215	0.322079144699
C0060	0.522673953006	0.362696821009	0.577006654861	0.401623548456	0.278842332663	0.362923564377	0.498923132741	0.36751128149	0.806080987188	0.468058198254	0.593605431397	0.397377187284	0.165888458349	0.487111584137	0.533184882843	0.464753777577	0.56882886981	0.472558941045	0.0	0.605631755888	0.317150988252	0.15859431556	0.434027619478	0.407548288452	0.386071977035	0.271888056456	0.370899122322	0.517082104283	0.457364942853	0.665857551964	0.512742238453	0.560697869863	0.421370473659	0.664686307482	0.367960944527	0.462708540216	0.451611248737	0.545885717931	0.610409403009	0.768084508532	0.732960615971	0.460219334964	0.478464207113	0.552662033916	0.542193030674	0.34295187922	0.496905331455	0.637973319334	0.360837231939	0.596412268354	0.543643486295	0.628610335423	0.480893832864	0.376599457232	0.503950986125	0.502105616926	0.374113811068	0.52059283398	0.501813943969	0.478452003301	0.726407271856	0.385913226304	0.436403032268	0.464715547818	0.581625774985	0.751770412525	0.433069213758	0.51674303599	0.437641375259	0.537821760392	0.609553902357	0.66687862102	0.498310686301	0.531168783159	0.505120805911	0.490622966994	0.641914880417	0.571812949338	0.483314191539	0.374309379465	0.536592967944	0.443897372472	0.480314360215	0.547575636596	0.635878758243	0.603237356047	0.745029786827	0.364903857849	0.614453350699	0.82088915156	0.63197599866	0.532744392598	0.566917103291	0.337606250598	0.550232738074
C0016	0.226753602148	0.49005373877	0.314119730936	0.329287759821	0.556028940479	0.321724212064	0.336865665302	0.591561827563	0.830162891393	0.295675128141	0.179534142257	0.347301614481	0.492382023816	0.42655773915	0.145091369269	0.204194301738	0.228393124767	0.2498751741	0.605631755888	0.0	0.586396155441	0.580364602095	0.314419110627	0.328501754029	0.369457900165	0.400561521982	0.454608634841	0.290018755423	0.216560400829	0.24401126947	0.416225503046	0.127840530009	0.281055954495	0.209506730676	0.512282517465	0.311736189995	0.43273720908	0.227705814683	0.129563265111	0.381834113551	0.300348491031	0.295301189198	0.254885462761	0.443284674924	0.258489252033	0.403412405507	0.162306280899	0.363759269045	0.35279329807	0.373074689278	0.453618476732	0.229878490533	0.334863966296	0.359903731327	0.230408475892	0.334862195524	0.363784714263	0.158323184307	0.374716186274	0.285009202964	0.357327628674	0.374294184254	0.338478873	0.224502805274	0.173903384597	0.38558289352	0.354285330923	0.173324363936	0.432681009516	0.304609629454	0.436197404828	0.377150027112	0.282266703525	0.348421496996	0.248459322737	0.402080016964	0.175569850959	0.29198548243	0.32291289606	0.603786118096	0.190617977779	0.320211467538	0.2480378688	0.247613534634	0.41312168371	0.202502097566	0.337333515496	0.611992413481	0.283096915634	0.466920090904	0.462792300469	0.256254586832	0.782208319069	0.603476594546	0.28002088646
C0026	0.487443467652	0.289262161501	0.585683537787	0.343907495083	0.375095404581	0.486632439451	0.482331492744	0.394355048904	0.850299371113	0.519406425358	0.624883135931	0.305561129658	0.274548581681	0.608692338666	0.544968395925	0.500590154165	0.606156871511	0.394449360481	0.317150988252	0.586396155441	0.0	0.240532785604	0.388420910637	0.414450020043	0.293101476795	0.362971795758	0.32690260539	0.518143770701	0.481867332943	0.694715068311	0.410212271752	0.586960656531	0.405832134389	0.656987149908	0.43497743317	0.567823943969	0.348421154644	0.548565972038	0.608090783052	0.797041835628	0.780118312253	0.43924647334	0.449204129499	0.476820008506	0.495337684334	0.248395818404	0.493332232736	0.648166902876	0.343727398331	0.420093545266	0.512913524534	0.653300276313	0.489027955452	0.347979885705	0.459083590452	0.44947286375	0.383801804263	0.570316931583	0.568174088565	0.570293334046	0.756144038334	0.363837522726	0.474969699644	0.488290246664	0.586589967547	0.792543102972	0.358005002392	0.56983611876	0.34235298974	0.409093474643	0.652163952013	0.630639277019	0.427748214343	0.506587710382	0.400296965605	0.336161712673	0.579488936106	0.477303631386	0.51872701019	0.427927224061	0.562072175855	0.409862435907	0.490685564297	0.547935284674	0.489027590801	0.664954824638	0.744165819999	0.471880867046	0.709321247143	0.862098380203	0.683222062664	0.582140595391	0.649397497741	0.440607265961	0.664953800253
C0011	0.498280039339	0.325119764499	0.554483759184	0.385150768168	0.341790866649	0.453675362213	0.467810912764	0.383893199145	0.827654521291	0.509755207785	0.600503103503	0.343780562437	0.145502584658	0.586469681474	0.520569645528	0.461951699538	0.586113139121	0.426247138908	0.15859431556	0.580364602095	0.240532785604	0.0	0.381208388709	0.386926672149	0.341855000266	0.316126159162	0.328833065759	0.498700500319	0.452018858647	0.670572092924	0.476563276391	0.550132989208	0.389463178459	0.646681469155	0.413238155491	0.549538297804	0.401449979799	0.523445922598	0.581258576896	0.766631008453	0.758966261987	0.418382198714	0.473632071129	0.51202989049	0.496044451119	0.290124317155	0.46585760034	0.629119137739	0.325401962681	0.557212924884	0.511886767925	0.6355691515	0.465479103716	0.344344876934	0.460727015576	0.458829867099	0.340233733985	0.547840769231	0.543777329754	0.541739959105	0.734950066834	0.400726036362	0.451326628568	0.460832684068	0.565351065213	0.774177974589	0.403436133645	0.523096091649	0.415403031205	0.507233572143	0.634428137754	0.629993837117	0.457476570624	0.502715605231	0.464407113391	0.462570456604	0.616610540833	0.541890540641	0.501347776528	0.424070401927	0.537891479985	0.44879347197	0.466892811653	0.534388877253	0.600284005396	0.635789446927	0.728191756419	0.434181905268	0.682505726968	0.842987046941	0.661022065366	0.547720145952	0.640715655733	0.423207534421	0.640567303406
C0020	0.196954193823	0.24867688108	0.300757792238	0.168616089522	0.410770913661	0.256577916859	0.240381105736	0.415595648452	0.694377579076	0.279832986619	0.340310848971	0.163158866621	0.313387597682	0.347310828084	0.284847798353	0.216013043432	0.356374985912	0.173067449365	0.434027619478	0.314419110627	0.388420910637	0.381208388709	0.0	0.148511975976	0.188536004997	0.235370736271	0.265222865345	0.238192927588	0.20510794482	0.416343627665	0.225054182288	0.292405302217	0.155912154059	0.374667232146	0.352864626795	0.316423914731	0.222403301792	0.270704324597	0.314142827601	0.522841909521	0.507880423291	0.112296196906	0.251732527245	0.303042168412	0.244490040402	0.242744228909	0.212749292435	0.364858835788	0.180108240923	0.268555058742	0.327962373103	0.362788601464	0.172336548828	0.164139673595	0.177106979427	0.16880585349	0.157558050609	0.31692771623	0.270953581947	0.279546562784	0.472163029189	0.211755268194	0.202739970762	0.237510005848	0.303895914927	0.515682562331	0.152631895699	0.279172478869	0.231278369039	0.210229289836	0.383544255713	0.349859676253	0.188803522939	0.232956069853	0.201508544469	0.255920744806	0.323581476056	0.271274649939	0.226425190683	0.446923575871	0.275867693903	0.205255192662	0.226008111212	0.246098162245	0.332388073029	0.386764743499	0.478776899155	0.467031210462	0.425411595875	0.61026900218	0.419705907088	0.320827627789	0.641136988996	0.479671774494	0.39468815829
C0037	0.230523263083	0.301687288496	0.28096955416	0.206082526383	0.38673988042	0.231876305688	0.20292504375	0.388565787083	0.705330133346	0.277791957485	0.336871911968	0.219378956411	0.297622104795	0.338083169798	0.259658188424	0.23131023898	0.348167277751	0.193806816797	0.407548288452	0.328501754029	0.414450020043	0.386926672149	0.148511975976	0.0	0.214633174782	0.218908085647	0.295614059303	0.206524645401	0.203612679732	0.425474695546	0.262915284858	0.31097197957	0.173106862361	0.360555369698	0.328827408994	0.305067001019	0.268890599423	0.244138415899	0.319795483933	0.515492505303	0.477109676355	0.173275360555	0.230742591444	0.318407136508	0.251548194676	0.255383658259	0.213399963344	0.363862165308	0.186866527502	0.319592645038	0.316221390163	0.359503721956	0.192980317348	0.207394415166	0.21353008963	0.221790657675	0.210479930475	0.306855981727	0.27941643948	0.266449664009	0.450559596362	0.237594527246	0.227576104863	0.221962373622	0.284854402284	0.495068285449	0.204578858907	0.290522387805	0.299620091863	0.238646126621	0.35797729507	0.367873596886	0.223819864872	0.225197192408	0.231465997556	0.291952879136	0.360711217969	0.304510917794	0.226530220291	0.428758540528	0.268975929274	0.234397552686	0.208217500731	0.288364081735	0.334059210258	0.356543414782	0.453191998687	0.461658628695	0.419454125218	0.588641317041	0.389880615752	0.287627001544	0.651179949224	0.479322690942	0.37900523086
C0006	0.276995098081	0.295724453777	0.366762917698	0.171308932539	0.420736747836	0.279091080205	0.285752092393	0.455815186467	0.750800390729	0.345355800053	0.398346584977	0.116079693265	0.268953840306	0.391427761	0.329378336056	0.272986479719	0.379630520972	0.183449075541	0.386071977035	0.369457900165	0.293101476795	0.341855000266	0.188536004997	0.214633174782	0.0	0.223226835894	0.261648702887	0.312532174528	0.277247442454	0.469285104992	0.221523943315	0.352826451013	0.186273841901	0.43308505809	0.379028497257	0.378712692042	0.231572512891	0.332843985966	0.384879301473	0.562412480464	0.555767636531	0.212483694115	0.29370448461	0.347102033916	0.31073429908	0.151746518526	0.269107296263	0.433065672745	0.144866143746	0.292541654351	0.332789315314	0.423637559343	0.283289621498	0.18997171708	0.24163381851	0.239937726862	0.13675994365	0.349862295465	0.344286252724	0.349533222812	0.543069425358	0.158123680825	0.276061830844	0.25693874701	0.362170934826	0.574813721227	0.152589683696	0.34678503801	0.206867167615	0.230348489667	0.446725577722	0.420402840891	0.210263883898	0.296518991016	0.195756077827	0.199118736633	0.352440177647	0.260519213758	0.295212557494	0.478902986803	0.335283438414	0.193592907136	0.270213216203	0.318401787252	0.320268562938	0.438685142133	0.526875871565	0.456412347563	0.485901374728	0.655537286162	0.462870415417	0.365489258025	0.703154496305	0.493735122003	0.442497730509
C0058	0.316169222264	0.321385254904	0.373487080658	0.178985509542	0.290642793949	0.207490621256	0.295355184732	0.37520860837	0.69241021211	0.283442230725	0.380898801765	0.222856012971	0.234293481474	0.322596160442	0.331730772004	0.259656708309	0.380962852586	0.260323404923	0.271888056456	0.400561521982	0.362971795758	0.316126159162	0.235370736271	0.218908085647	0.223226835894	0.0	0.27447667535	0.303061675625	0.258208314816	0.456608042103	0.312427203774	0.357354228909	0.225222171602	0.45702168711	0.294734280326	0.29802363936	0.276379399819	0.345763061507	0.408259824039	0.575292309819	0.527225716941	0.264299153687	0.247177816703	0.34452740471	0.327279679443	0.230581130721	0.29552417309	0.440484228377	0.185882072192	0.41226647334	0.354794545857	0.415027031764	0.2820064037	0.191308279198	0.312908070278	0.302068238265	0.200136281431	0.327520865983	0.290815436181	0.270026062795	0.531221416041	0.202974050821	0.240708455159	0.254151379512	0.375839525712	0.551537305832	0.236116892776	0.327009905906	0.264367284036	0.328374365148	0.41419427569	0.472766809314	0.304694774866	0.320411309872	0.299978110148	0.307561317536	0.436180009287	0.369399934081	0.277416650626	0.37550579476	0.333100764978	0.260819785004	0.268746817288	0.344938663016	0.439249162447	0.403240135555	0.548518671522	0.365647891128	0.430940349264	0.622574352241	0.445993264124	0.337812293077	0.590073531444	0.379339331774	0.381707478187
C0065	0.366526506831	0.241710697464	0.411206840962	0.249696918824	0.393251084179	0.388788945828	0.340579782042	0.416427229896	0.672651779278	0.419189033135	0.461224183722	0.242502949338	0.248525283079	0.478744301242	0.418932657465	0.374705477646	0.494716415927	0.322106493541	0.370899122322	0.454608634841	0.32690260539	0.328833065759	0.265222865345	0.295614059303	0.261648702887	0.27447667535	0.0	0.356774692489	0.383274421881	0.568257060231	0.280391516184	0.439401692627	0.281474638775	0.475770278127	0.317391668828	0.474591426293	0.242662551167	0.368028597629	0.456820307799	0.646164282601	0.638785313482	0.3030038116	0.398553619159	0.371783694115	0.34740370581	0.216627268619	0.371033919515	0.467918744352	0.267065127851	0.438417692308	0.358610918447	0.483341239349	0.327278197863	0.235597357929	0.357282841423	0.259219582691	0.276167482324	0.468604363936	0.400977396736	0.406966660545	0.592539108715	0.293682480995	0.341035295838	0.367218345649	0.441146593802	0.620780763383	0.299868319069	0.44452829621	0.297986112381	0.358123788415	0.478372771279	0.471014751475	0.334010642177	0.332801921748	0.365228069215	0.359687122362	0.465977496185	0.415479163256	0.354245364177	0.482730075968	0.416035011961	0.342428268164	0.343573777045	0.403413065228	0.4447187385	0.515406118664	0.583544665887	0.37928589974	0.53601214768	0.712834880655	0.51879825012	0.444148529491	0.682518157461	0.452045842858	0.528067067963
C0005	0.193271176833	0.387459935854	0.207049632969	0.25898458509	0.437760214425	0.251283188117	0.169036345514	0.462815419254	0.756010803875	0.246352962085	0.231087191665	0.292992782081	0.404249635373	0.358222705711	0.222994631973	0.200895467113	0.336287683757	0.203235644352	0.517082104283	0.290018755423	0.518143770701	0.498700500319	0.238192927588	0.206524645401	0.312532174528	0.303061675625	0.356774692489	0.0	0.197243507233	0.394782792698	0.293290596893	0.258684461216	0.207233352785	0.269754568208	0.349076889569	0.281560743518	0.324428092663	0.227388118993	0.262864482955	0.44267111373	0.43285852085	0.209856758879	0.206981336499	0.284848288299	0.15769022264	0.342777759981	0.206896715875	0.306905187517	0.253373440163	0.369141190109	0.29709819175	0.296018480064	0.249338777269	0.292356763742	0.204972727902	0.230882201666	0.279613594218	0.28281055215	0.305572082132	0.206475461664	0.371094870162	0.294270418121	0.260985133539	0.217290232656	0.220240908992	0.375049208459	0.270550086672	0.255271086407	0.356000599326	0.232062576129	0.292292435951	0.329123573684	0.234929563242	0.221468376208	0.221811470927	0.351509519614	0.272971502924	0.247262019052	0.200613353795	0.508434548314	0.237972028436	0.268771520692	0.161212345575	0.24316415641	0.282896819707	0.30981801428	0.366973664841	0.523084465778	0.370334821888	0.482979042594	0.321413759035	0.23942906233	0.709908663746	0.521931478043	0.320101186689
C0036	0.147245836479	0.397460417841	0.239223193548	0.232768434958	0.40096474722	0.191912378718	0.230851107862	0.433943657422	0.729393727606	0.196312606212	0.233433535166	0.268940164266	0.368238815055	0.325763656741	0.153725557581	0.108697695497	0.245298791664	0.161561705385	0.457364942853	0.216560400829	0.481867332943	0.452018858647	0.20510794482	0.203612679732	0.277247442454	0.258208314816	0.383274421881	0.197243507233	0.0	0.296294392111	0.365269255816	0.180053938121	0.180441077029	0.276014515528	0.388934782821	0.19205611876	0.365604700441	0.19390959226	0.218424930094	0.421260216363	0.368037658592	0.202808444527	0.13024849503	0.354356118229	0.212503451172	0.328960124395	0.10427612195	0.298323070012	0.242619291372	0.362906705651	0.395070905671	0.269661417438	0.214372956781	0.268073454362	0.162978927223	0.26824208495	0.264629616714	0.170298676306	0.29128829621	0.179951791057	0.386477692101	0.273124381479	0.23666293339	0.128190051034	0.197332731533	0.405710094625	0.237621483175	0.164461622987	0.34538125618	0.262668424356	0.381580838782	0.326476090585	0.217051447557	0.273763972144	0.165670753283	0.316024944409	0.242681337968	0.228150826112	0.251686052636	0.44245555289	0.180315153899	0.246923467407	0.16234286375	0.195739799054	0.354230805988	0.256101105412	0.387696610494	0.511037146882	0.294385566956	0.498233999787	0.395707024938	0.247947402857	0.650581583648	0.486070920206	0.253034493627
C0044	0.330093871671	0.583323489979	0.387876576279	0.446059660837	0.610934247981	0.364337501611	0.440410431131	0.659221817238	0.852154502153	0.30387369794	0.264901703259	0.47032549891	0.577710023922	0.392190185305	0.23112799373	0.276488851204	0.179943799904	0.355312665462	0.665857551964	0.24401126947	0.694715068311	0.670572092924	0.416343627665	0.425474695546	0.469285104992	0.456608042103	0.568257060231	0.394782792698	0.296294392111	0.0	0.507579456785	0.248479787358	0.357844763702	0.308141714799	0.543196869049	0.312802004147	0.517789929828	0.345616325023	0.22309972835	0.33085373877	0.126121549433	0.384306369677	0.302968264845	0.546160143001	0.390322031258	0.54227192228	0.254111515603	0.419239956408	0.450773265642	0.517838055925	0.533895987221	0.163054853207	0.38496843549	0.47165523364	0.336363916326	0.424451582053	0.436119187178	0.201829872415	0.411828360534	0.295954850844	0.347794463338	0.480784509595	0.409025420764	0.286349975015	0.277873046741	0.390251607038	0.462668615704	0.22470970496	0.521327460528	0.424725382689	0.44850221821	0.451173643613	0.402832123226	0.455561176439	0.355276760938	0.520151951993	0.309699413185	0.409396883738	0.371361598715	0.648443107545	0.245830246664	0.440782154061	0.366668981979	0.31440825315	0.507418063528	0.198296597557	0.373006291532	0.6266419159	0.283256354792	0.391019867099	0.467680905637	0.376982413639	0.762938256339	0.597744232098	0.261611316386
